tweet,voter 1,voter 2,voter 3,final vote,,,,,,,,,,,,,,,
@rapplerdotcom The forces of evil had a taste of murdering people and got away with it. With a Bongbong Marcos and Sara Duterte administration the massacre will continue but now it will not be just against drug addicts and pushers but dissidents and activists like me.,-1,-1,-1,-1,,,,,,,,,,,,,,,
MGA KAPATID SA INC WAG NYO HO IBOTO SI SARA DUTERTE  #NoToDuterteMarcos2022   https://t.co/xQLPqeocyJ,-1,-1,-1,-1,,,,,,,,,,,,,,,
WE SEE those ALL OUT for PUBLIC SERVICE! Future VP #SaraDuterte and PRES @bongbongmarcos   #NoToLeniKiko2022  https://t.co/4WFNaVR2AX,1,1,1,1,,,,,,,,,,,,,,,
"Presidential aspirant Ferdinand â€œBongbongâ€ Marcos Jr. and his running mate, vice presidential candidate Sara Duterte-Carpioreturned to the typhoon-hit provinces in Visayas and Mindao to extend more assistance to those affected by Typhoon â€œOdette.â€   https://t.co/0p9EZgWk7Y",1,1,1,1,,,,,,,,,,,,,,,
Bongbong Marcos-Sara Duterte tandem assures â€˜Odetteâ€™ victims of aid  https://t.co/Hq5167D4g3,1,1,1,1,,,,,,,,,,,,,,,
FB post #VoteBBMSARA2022 UNITEAM PH SOLID CLEAN ELECTION PH â¦@bongbongmarcosâ© @saraduterte ctto  https://t.co/rxCknTsPNK,1,1,1,1,,,,,,,,,,,,,,,
Mayor #SaraDuterte and Sir @bongbongmarcos ARE BORN LEADERS!  #BBMSARA2022  Mahalin natin ang PILIPINAS!  #NoToLeniKiko2022  https://t.co/Kk8ju0n5Ty,1,1,1,1,,,,,,,,,,,,,,,
"#VoteBBMSARA2022 Who does not love a CLEAN ELECTION PH? This country deserves better leaders, so please cast your vote on Bong Bong Marcos and Sara Duterte-Carpio.",1,1,1,1,,,,,,,,,,,,,,,
"The tandem of former senator Ferdinand Marcos Jr. and Davao City Mayor Sara Duterte-Carpio assured on Wednesday that it will continue giving aid to victims of Typhoon Odette through their leaders, regardless of their respective political ties.  https://t.co/POYH5PAuoz",0,0,0,0,,,,,,,,,,,,,,,
Carpio also shared that it has always been a dream of her to visit all the corners of the country. (Sara Duterte/Instagram) #BilangPilipino2022,1,1,1,1,,,,,,,,,,,,,,,
Vice-presidential aspirant and Davao City Mayor Sara Duterte-Carpio on Tuesday shared she gifted her kids a scratch-off map of the Philippines for Christmas so that they can somehow join her in her campaigns next year.  https://t.co/4UGAd8zamE,1,1,1,1,,,,,,,,,,,,,,,
"The tandem of former senator Ferdinand Marcos Jr. and Davao City Mayor Sara Duterte-Carpio assured that it will continue giving aid to victims of Typhoon #OdettePH through their leaders, regardless of their respective political ties.  READ:  https://t.co/TiEvdg6k1C  https://t.co/tpfumSofFV",1,1,1,1,,,,,,,,,,,,,,,
"#CancelGonzagaSisters daw pero No.1 and No.2 Trending yung magkapatid sa YT. Sabagay yung naki ""Cancel Culture"" 3% lang naman kaya wala epek sa buhay nila @Mscathygonzaga and Toni G.  https://t.co/Re1v2F108H",-1,-1,-1,-1,,,,,,,,,,,,,,,
"LOOK: Bongbong Marcos and Sara Duterte distributed cash aid, sacks of rice, and other relief items in Southern Leyte, Siargao Island, and Negros Oriental @cnnphilippines  https://t.co/8Olzc08Ef0",1,1,1,1,,,,,,,,,,,,,,,
"The tandem of former senator Ferdinand Marcos Jr. and Davao City Mayor Sara Duterte-Carpio assured that it will continue giving aid to victims of Typhoon #OdettePH through their leaders, regardless of their respective political ti #PH | @DYGalvezINQ  https://t.co/LZvndRsZk7",1,1,1,1,,,,,,,,,,,,,,,
"Bongbong Marcos and Sara Duterte distributed cash aid, sacks of rice, and other relief items in Southern Leyte, Siargao Island, and Negros Oriental @cnnphilippines  https://t.co/JM0MJC8Sky",1,1,1,1,,,,,,,,,,,,,,,
"@iamKarlLouie we have preferences bossing ayaw lang talaga nila ng #BBMSARA2022 tandem...friendly advice,i-blangko nalang ang pagka presidente and shade sara duterte carpio for vp kontra sa iboboto sila mama lugs  https://t.co/9wBDQ8qqBT",-1,1,1,1,,,,,,,,,,,,,,,
"LOOK: Former senator Ferdinand Bongbong Marcos, Jr. and Davao City Mayor Sara Duterte visit Surigao del Norte on Wednesday, 28 December. The UniTeam donated P1 million in financial aid and 1,000 sacks of rice to the victims of Super Typhoon Odette. |ðŸ“¸ Lakas-CMD/HNP #DailyTribune  https://t.co/atRbEiKuc5",1,0,0,0,,,,,,,,,,,,,,,
"LOOK: Former senator Ferdinand Bongbong Marcos, Jr. and Davao City Mayor Sara Duterte visit Surigao del Norte on Wednesday, 28 December. The UniTeam donated P1 million in financial aid and 1,000 sacks of rice to the victims of Super Typhoon Odette. |ðŸ“¸ Lakas-CMD/HNP #DailyTribune  https://t.co/de8EHWkOOY",1,0,0,0,,,,,,,,,,,,,,,
"A fresh batch of cocoa seeds just arrived from Davao, donated to The Cacao Project, and ready for planting, thanks to Mayor Inday Sara Duterte through Sir Val Turtur! #TheCacaoProject  https://t.co/s9tYHR7VfN",1,1,1,1,,,,,,,,,,,,,,,
"UNITEAM in Siargao Island | P1.5 million cash aid and 3,000 sacks of rice turned over to Rep. Ace Barbers and Rep. Bingo Matugas.   #OdettePHRelief  https://t.co/lFNepAgk7y",0,0,0,0,,,,,,,,,,,,,,,
"LOOK: Davao City Mayor Sara Duterte meets with Surigao del Norte Rep. Robert Ace Barbers at Siargao Airport. Duterte donated P1 million in financial aid and P1,000 sacks of rice to victims of Typhoon Odette. |ðŸ“¸ Lakas-CMD/HNP #BotoMoTo #Halalan2022  #TyphoonOdettePH #DailyTribune  https://t.co/seZ3zL4WlY",1,1,1,1,,,,,,,,,,,,,,,
"LOOK: Davao City Mayor Sara Duterte meets with Surigao del Norte Rep. Robert Ace Barbers at Siargao Airport. Duterte donated P1 million in financial aid and P1,000 sacks of rice to victims of Typhoon Odette. |ðŸ“¸ Lakas-CMD/HNP #BotoMoTo #Halalan2022  #TyphoonOdettePH #DailyTribune  https://t.co/ncPrWIHhcf",1,1,1,1,,,,,,,,,,,,,,,
"WATCH: Davao City mayor Mayor Sara Duterte (@indaysara) meets with Surigao del Norte Rep. Robert Ace Barbers at Siargao Airport. Durterte donated P1 million in financial aid and P1,000 sacks of rice to victims of Typhoon Odette. ðŸ“¹ Lakas-CMD/HNP  #BotoMoTo #DailyTribune  https://t.co/T6qov7vBE8",1,1,1,1,,,,,,,,,,,,,,,
"WATCH: Davao City mayor Mayor Sara Duterte (@indaysara) meets with Surigao del Norte Rep. Robert Ace Barbers at Siargao Airport. Durterte donated P1 million in financial aid and P1,000 sacks of rice to victims of Typhoon Odette. ðŸ“¹ Lakas-CMD/HNP  #BotoMoTo #DailyTribune  https://t.co/S5athAyuH3",1,1,1,1,,,,,,,,,,,,,,,
"Mayor Sara Duterte signs an EO directing for the creation of an Interim Moro Office that will help address the needs of the Moros.   Additionally, all operational expenses of the said office will be shouldered by the Office of the City Mayor.   This is my VP! ðŸ‘ŠðŸ‡µðŸ‡­   #BBMSARA2022",1,1,1,1,,,,,,,,,,,,,,,
"@JetskiPaMore â€œBBM/SARA DUTERTE CARPIO, leads the way for victory on 2022 elections!â€",1,1,1,1,,,,,,,,,,,,,,,
"So, gusto pala ni Manny sumabitba o sumabay dito?  Iniisip pa lang ninyo ni Leni, ginagawa na kasi ni @bongbongmarcos at  @SaraDuterte",-1,-1,-1,-1,,,,,,,,,,,,,,,
Ibabangon ulit ni Sara Duterte yong Tatay niya sa kulambo!  ðŸ˜¡  #DuterteCorrupt  #DutertePalpak  https://t.co/wrUY7VE0Gk,-1,-1,-1,-1,,,,,,,,,,,,,,,
@piamagalona Ginawa na yan sa Davao City ni Mayor Sara Duterte noon pa  https://t.co/yDOy5mKEdy,1,1,1,1,,,,,,,,,,,,,,,
Summary of the 2022 Vice Presidential Election survey for Q4:  Sara Duterte  50% | Octa 45% | Pulse Asia  54.8% | Publicus Asia 50.5% | DZRH 48% | RMN 58% | Laylo  Average: 51.05% (Majority of the electorate)  #Uniteam2022 #BBMSARA2022,0,0,0,0,,,,,,,,,,,,,,,
"@lcmlaw_ph â€œBBM/SARA DUTERTE CARPIO, leads the way for VICTORY on 2022 elections!â€",1,1,1,1,,,,,,,,,,,,,,,
Hindi mabasa ang print at bakit pink? Kelan pa naging pink si Ferdinand Marcos Jr at Sara Duterte? Diba Red and Green sila?,0,0,0,0,,,,,,,,,,,,,,,
"@oceansofnotions @lenirobredo @kikopangilinan Wish should be flush in the toilet bowl, same with OTSO DIRETSO, â€œBBM/SARA DUTERTE CARPIO, leads the way for VICTORY on 2022 elections!â€",-1,-1,-1,-1,,,,,,,,,,,,,,,
UNITEAM in Dumaguete | former Sen. Bongbong Marcos and Davao City Mayor Sara Duterte assisted by House Majority Leader and Southern Leyte lone District caretaker Martin Romualdez in partnership with Tingog Party List Rep Yedda Romualdez handed over 2M financial assistance and  https://t.co/jGle6o9OhW,1,0,0,0,,,,,,,,,,,,,,,
@News5PH For sure alam ni Mayor Sara Duterte na Hindi lang 1700 ang Pilipinas. :D It's a Lowkey patama kay Mama Leni Pink na bumili ng Map para alam nya kung ilang islands meron tayo.haha,-1,-1,-1,-1,,,,,,,,,,,,,,,
Former Senator Bongbong Marcos Jr and Davao City Mayor Sara Duterte assisted by House Majority Leader and Southern Leyte lone District caretaker Martin Romualdez in partnership with Tingog Party List Rep Yedda Romualdez handed over 1M financial assistance to Southern Leyte.  https://t.co/Bz7OcP0LiT,1,0,0,0,,,,,,,,,,,,,,,
@RCDagle Presidential aspirant Bongbong Marcos Jr and running mate Davao City Mayor Sara Duterte are with Negros Oriental Governor Roel Degamo at the Provincial Disaster Risk Reduction and Management Office in Dumaguete City. | via @RCDagle,0,0,0,0,,,,,,,,,,,,,,,
Presidential aspirant Bongbong Marcos Jr and running mate Davao City Mayor Sara Duterte are with Negros Oriental Governor Roel Degamo at the Provincial Disaster Risk Reduction and Management Office in Dumaguete City. @rapplerdotcom,0,0,0,0,,,,,,,,,,,,,,,
Here is ISDâ€™s YT channel please subscribe ðŸ¥°ðŸ¥°ðŸ¥°  Inday Sara Duterte  https://t.co/zVWN8cU3rd via @YouTube,0,0,0,0,,,,,,,,,,,,,,,
"Palitan ng mensahe ni Anne Curtis at Inday Sara Duterte tungkol sa pagpaparusa sa mga batang gumagawa ng krimen, usap usapanÂ muli  https://t.co/yp71lO5idz",0,0,0,0,,,,,,,,,,,,,,,
@manilabulletin VOTE BONG BONG AND SARA DUTERTE FOR A CHANGE!,1,1,1,1,,,,,,,,,,,,,,,
"@RCDagle Mayor Sara Duterte will be the first vice presidential candidate to visit Negros Oriental after #OdettePH, and the second after Senate President Tito Sotto after the deadline of CoC filing and substitution deadline. | via @RCDagle",0,0,0,0,,,,,,,,,,,,,,,
NEWS UPDATE: President Rodrigo Duterte and his daughter vice presidential aspirant Davao City Mayor Sara Duterte are both scheduled to visit Negros Oriental today. The elder Duterte will be in Bais City to visit Typhoon #OdettePH victims. | via @RCDagle  https://t.co/aGXp2ino7U,0,0,0,0,,,,,,,,,,,,,,,
"Mayor Sara Duterte will be the first vice presidential candidate to visit Negros Oriental after #OdettePH, and the second after Senate President Tito Sotto after the deadline of CoC filing and substitution deadline. @rapplerdotcom",0,0,0,0,,,,,,,,,,,,,,,
NEWS UPDATE: President Rodrigo Duterte and his daughter vice presidential aspirant Davao City Mayor Sara Duterte are both scheduled to visit Negros Oriental today. The elder Duterte will be in Bais City to visit Typhoon #OdettePH victims. @rapplerdotcom,0,0,0,0,,,,,,,,,,,,,,,
i want to understand: why would  YOU vote for BBM/Sara Duterte?,0,0,0,0,,,,,,,,,,,,,,,
"@mlq3 On other days when Sara Duterte and LAKAS dominates the headlines, probably, you Sir can discuss how LAKAS came to be and how Gloria transformed this party of FVR  Then on other days, Rogelio Dela Rosa could be discussed when Robin Padilla and Jinggoy Estrada enter the Magic 12",0,0,0,0,,,,,,,,,,,,,,,
Davao City Mayor Inday Sara Duterte warned of possible Covid surge in the city due to increased private holiday activities. This could happen despite high vaccination percentage of the population in the city.   READ:  https://t.co/pUWLG1iHWx  https://t.co/JBoiTur17B,-1,0,0,0,,,,,,,,,,,,,,,
â€œIT WAS ALWAYS A DREAM VISITING ALL THE CORNERS OF THE PHILIPPINES.â€  Nagpasalamat si vice presidential aspirant Mayor Sara Duterte sa pagkakataong ibinigay sa kaniya para mabisita ang ibaâ€™t ibang lugar sa bansa.  https://t.co/gA3yacbmMz,1,1,1,1,,,,,,,,,,,,,,,
Sotto calls latest Pulse Asia survey showing Sara Duterteâ€™s lead a â€˜good guideâ€™  https://t.co/ncuGj4E061,1,0,0,0,,,,,,,,,,,,,,,
"Mayor Sara Duterte crying as she tightly hugs a Davao City Hall worker  https://t.co/3sXoabK52D via @YouTube  makes me cry... salamat pina hiram nyo si Inday sa Pilipinas , hindi lang sa Davao ..",1,1,1,1,,,,,,,,,,,,,,,
@ladia_ladia Slowly but surely. Take your time to write/Shade. Ferdinand Bong-Bong Marcos Jr. for PresidentâœŒðŸ¼ðŸ‡µðŸ‡­â¤ï¸ and Sara Duterte-Caroio for Vice President. Wag malito ng Hindi masayang ang boto ðŸ‘ŠðŸ»ðŸ‡µðŸ‡­â¤ï¸. Gadon and Marcoleta are top 2 for Senators.,0,0,0,0,,,,,,,,,,,,,,,
"@Wernielernie Can we also emphasize Sara Duterte who might win as vp. Sabi nya di sya nag president, vp para makapag focus pa rin sa Davao. WTH, edi wag sya tumakbo.",-1,-1,-1,-1,,,,,,,,,,,,,,,
Davao City Mayor Sara Duterte-Carpio has warned her constituents of a possible surge in Covid-19 cases arising from complacency and the holding of mass gatherings during the holidays. #DailyTribune  https://t.co/SCMIT3C8We,-1,0,0,0,,,,,,,,,,,,,,,
Davao City Mayor Sara Duterte-Carpio has warned her constituents of a possible surge in Covid-19 cases arising from complacency and the holding of mass gatherings during the holidays. #DailyTribune  https://t.co/GMeknjxe7W,-1,0,0,0,,,,,,,,,,,,,,,
atleast di ako sara duterte kinnie,0,-1,-1,-1,,,,,,,,,,,,,,,
@omironic @nicoquejano Lahat ng candidates are not clean. As what Sara Duterte said. :))),-1,-1,-1,-1,,,,,,,,,,,,,,,
"Bakit???   Kay Inday, oportunidad ay pantay-pantay  Ano man ang ating kasarian, kayang-kaya nating makipagsabayan sa buhay. Kay Inday, ang oportunidad ay pantay-pantay.  âž¡ï¸ Mayor Inday Sara Duterte's Official YouTube Channel at @indaysara   https://t.co/qfc14138On  #UniteamBBMSara  https://t.co/Qa6M3sh11Q",1,1,1,1,,,,,,,,,,,,,,,
"Let us continue to protect and rally behind Bongbong Marcos and Mayor Inday Sara Duterte. Lalo na po kay BBM na ginagawa ang lahat ng mga kalaban dilawan man, pinklawan o kaanib ni Senador Iyakin na dayain si BBM! Salamat Mayor Inday for being a real and principled future VP.âœŒï¸ðŸ‘Š  https://t.co/rLkdoxtxm5",1,1,1,1,,,,,,,,,,,,,,,
"Lets us continue to protect and rally behind  Bong2 Marcos Jr &amp; SarÃ  Duterte. kaya maging mapag obserba tayo Ka Solid BBM-SARA , Ang kalaban ay nasa loob lamang ng kampo. Thanks Mayor Inday Sara Duterte for shielding BBM always. âœŒï¸ðŸ‘Šâ¤ï¸ðŸ’š  CLEAN ELECTION PH #VoteBBMSARA2022",1,1,1,1,,,,,,,,,,,,,,,
Inday Sara Duterte  https://t.co/GRFHOdtnb2 via @YouTube,0,0,0,0,,,,,,,,,,,,,,,
"Waiting na lang ako for the Proclamation of President BongBong Marcos Vice President Sara Duterte.  Now pa lang tapos na ang election, pero mag ingat pa din sa pandaraya ni @lenirobredo  #VoteBBMSARA2022 CLEAN ELECTION PH  https://t.co/bqv1njZI0n",-1,-1,-1,-1,,,,,,,,,,,,,,,
Anne Curtis &gt; Sara Duterte,0,0,0,0,,,,,,,,,,,,,,,
@bongbongmarcos is my President and Sara Duterte is my Vice President â¤ï¸ðŸ’š #BBMSARA2022 #BBMFORPRESIDENT2022 #NoToLeniKiko2022 ðŸ¤®ðŸ‘Ž,1,1,1,1,,,,,,,,,,,,,,,
Our Vice President Mayor Inday Sara Duterte Carpio called her 1 million followers/subscribers as FRIENDS on Facebook. CONGRATULATIONS Ateng Mayor  â¦@indaysara2022â©  https://t.co/7RjBD3aE7t,1,1,1,1,,,,,,,,,,,,,,,
@DuterteSara @FacebookWatch Supporting you all the way our VP Sara DuterteðŸ’šâ¤ï¸ðŸ’š @DuterteSara,1,1,1,1,,,,,,,,,,,,,,,
"#VoteBBMSARA2022 Who does not love a CLEAN ELECTION PH? This country deserves better leaders, so please cast your vote on Bong Bong Marcos and Sara Duterte-Carpio.",1,1,1,1,,,,,,,,,,,,,,,
 https://t.co/LOFnbZHNmu. ðŸ˜­ðŸ˜­ @indaysara   @DuterteSara  @attyharryroque  @RRD_Davao  @SAPBongGo  @saraduterte_,0,0,0,0,,,,,,,,,,,,,,,
"Hmmm if this is a logic,so we will say everyone vote for Sara Duterte but not for  https://t.co/qIZ6oyC1F4 this the merging of Leni-Sara tandem???",0,-1,-1,-1,,,,,,,,,,,,,,,
"@alexdeleon32 â€œBBM/SARA Duterte Carpio, leads the way for VICTORY on 2022 elections!â€",1,1,1,1,,,,,,,,,,,,,,,
Mahalin natin ang Pilipinas- mayor Inday Sara DuterteðŸ‘ŠâœŒï¸ðŸ’šâ¤ï¸ CLEAN ELECTION PH #VoteBBMSARA2022,1,1,1,1,,,,,,,,,,,,,,,
@wonderbingboom @rene_twilight Clean Election? When the frontrunner hasn't apologized for the abuses and systemic thievery of the Philippine treasury? You call that clean election? Even Sara Duterte is pulling a fast one under you for amassing billions in a bank in Singapore.  https://t.co/crG2HZhQzw,-1,-1,-1,-1,,,,,,,,,,,,,,,
@nayangab Mga pakawala o mga naka pay-roll sa Duterte Administration nung una palang biro mo sa Covid 19 ang research/survey nila tapos bigla naglabas sila ng survey malakas o nangunguna c Sara Duterte daw ano ba yan OCTA,-1,-1,-1,-1,,,,,,,,,,,,,,,
Salamat po sa 1M Facebook followers and friends! Salamat po sa inyong suporta! Mahalin po natin ang Pilipinas! ðŸ’š  https://t.co/MrAUXr6QOD via @FacebookWatch,1,1,1,1,,,,,,,,,,,,,,,
POLL OF POLLS AVERAGE: ðŸ‡µðŸ‡­ BONGBONG Marcos - 53.52% SARA Duterte-Carpio - 49.66% âœŒï¸ðŸ‘Šâ¤ï¸ðŸ’š  UNITEAM BBM-SARA BABANGON SAMA-SAMANG MULI TIBAY AT PUSO  #VoteBBMSara2022 CLEAN ELECTION PH  https://t.co/ZdciVE2VUF,1,0,0,0,,,,,,,,,,,,,,,
"Thank you so much Sir. BongBong Marcos, Ms. Sara Duterte, and UniTeam!   CLEAN ELECTION PH  #VoteBBMSARA2022  https://t.co/aijfPoTW6G",1,1,1,1,,,,,,,,,,,,,,,
@saraduterte_bbm  https://t.co/5t3g0k19p3,0,0,0,0,,,,,,,,,,,,,,,
''Salamat po sa 1M Facebook followers and friends! Salamat po sa inyong suporta! Mahalin po natin ang Pilipinas! ðŸ’š'' - Mayor Inday Sara Duterte    https://t.co/YirZjAyUfd,1,1,1,1,,,,,,,,,,,,,,,
@saraduterte_22,0,0,0,0,,,,,,,,,,,,,,,
"Happy with the results â˜º #ABL #AnyoneButLeni  Quadruple time lang sana loyalistas, kasi when Sara Duterte led BOTH the presidential and VP surveys around June to Septembee, she also topped BOTH second choice polls ðŸ™‚",1,1,1,1,,,,,,,,,,,,,,,
Please subscribe po tayo sa official YouTube channel ni soon to be VP Sara Duterte. Bago lang sya kaya paabutin natin agad ng 100k subscribers para walang masabi mga haters at si Comelec. #BBMSARA2022 â¤ðŸ’šâœŒðŸ‘Š   Link:  https://t.co/1IJqqbOeou,0,0,0,0,,,,,,,,,,,,,,,
The most strongest tandem politicians in the upcoming election this May 2022 for presidential and vice presidential race... Bongbong Marcos and Sara Duterte Carpio  #VoteBBMSARA2022 Para Sa Bayan â¤ï¸ðŸ’šâœŒï¸ðŸ‡µðŸ‡­ðŸ‘Š  https://t.co/pl8Y7u7yj2,1,1,1,1,,,,,,,,,,,,,,,
POLL OF POLLS AVERAGE: ðŸ‡µðŸ‡­ BONGBONG Marcos - 53.52% SARA Duterte-Carpio - 49.66% â¤ï¸ðŸ’š #VoteBBMSara2022 CLEAN ELECTION PH ðŸ“¸ Uniteam 2022 FB page  https://t.co/AsRvw0M7RO,0,0,0,0,,,,,,,,,,,,,,,
@HYBEAGUSTD @saraduterte_bbm @agustd_cart @JayLunar128 @helloyongha trabaho &amp; kailangan mo pa ring umasa sa parents mo. :))),-1,-1,-1,-1,,,,,,,,,,,,,,,
"@HYBEAGUSTD @saraduterte_bbm @agustd_cart @JayLunar128 @helloyongha Omggg ano i2. first of all po, mali ang panunumbat syempre &amp; maybe the child just wanted to change his/her parents' choice for elections kasi alam naman nating lahat na si BBM ay may kaso ng pagnanakaw. &amp; the term 'palamunin' is wrong. kapag 19 ka pa lang, sure wala k pa talagang",-1,-1,-1,-1,,,,,,,,,,,,,,,
@imyjakehoon BBM and Sara Duterte for the change ðŸ¥°ðŸ¥°ðŸ¥°ðŸ¥°ðŸ¥³ðŸ¥³ðŸ˜ðŸ˜ðŸ˜,1,1,1,1,,,,,,,,,,,,,,,
@indaysara My VP for 2022 and my President for 2028 Sara Duterte ðŸ˜âœŒðŸ‘Šâ¤ðŸ’š,1,1,1,1,,,,,,,,,,,,,,,
@ligaya2021 Supported ng facts ang kay Robredo pati sa iba pang kandidato. Yung mga nagawa po ni Marcos Jr at Sara Duterte ang gusto kong makita. Yung totoo lang ha. Kasi kung achievements ni Marcos Sr eh hindi naman niya yun achievement.,-1,-1,-1,-1,,,,,,,,,,,,,,,
@manilabulletin Bongbong Marcos for President 2022 solid forever and Inday Sara Duterte Carpio for Vice President 2022 solid forever,1,1,1,1,,,,,,,,,,,,,,,
Dapat picturan natin ang ating balota sa darating na election upang patunay na si Bongbong Marcos at Sara Duterte ang binuto natin. Hindi parin maiwasan ang dayaan kasi smartmatic parin ang gagamitin. #VoteBBMSARA2022  #NoToLeniKiko2022  CLEAN ELECTION PH  https://t.co/ddAxF8MRXD,-1,-1,-1,-1,,,,,,,,,,,,,,,
"@makeapoint690 Pag Kakampink talaga feeling alam lahat. even MMFF di nag labas ng sales.""300 CINEMAS"" Questionable kasi dito nga sa LAGUNA walang bukas na sinehan sa ilang malls, sa MUNTINLUPA din wala din, tas some malls sa pampanga meron ding walang sinehan at sa Bataan din. Fake news yarn?",-1,-1,-1,-1,,,,,,,,,,,,,,,
"Mayor Inday Sara Duterte has a YT channel now, please subscribe so she can have atleast 100k subscribers, check her official YouTube Channel at  https://t.co/0na2700vJo ðŸ’š  #VoteBBMSara2022 #SaraALL2022",1,0,0,0,,,,,,,,,,,,,,,
@briantcarpio Mga nagawa ni Sara Duterte:  Kunsintihin ang kanyang info officer na si Jefry Tupas na nasa isang beach party na na-raid for drugs.   https://t.co/oMwql3zO71,-1,-1,-1,-1,,,,,,,,,,,,,,,
@briantcarpio Mga nagawa ni Sara Duterte:  Manuntok ng sheriff at bastusin ang rule of law:   https://t.co/39UzaaARcT,-1,-1,-1,-1,,,,,,,,,,,,,,,
Sara Duterte: Mahalin natin ang Pilipinas.  Leni Robrerdo: Mahalin natin ang mga camera men!,-1,-1,-1,-1,,,,,,,,,,,,,,,
Gusto ko maranasan ang naranasan ng aking mga lolo at lola sa pamumuno ni Ferdinand E. Marcos kaya ang susuportahan ko para matupad ang aking nais ay si Bongbong Marcos Jr. at sa pagka bise presidente ay si Sara Duterte! ALAGANG MARCOS!! #VoteBBMSARA2022 CLEAN ELECTION PH  https://t.co/nv3pABsc0d,1,1,1,1,,,,,,,,,,,,,,,
Mayor Sara Duterte-Carpio nagpaabot ng kanyang pasasalamat sa 1 Million followers at friends sa facebook. @smninews @indaysara  https://t.co/xSGQlwb2gf,1,0,0,0,,,,,,,,,,,,,,,
Congratulations Mayor and our future Vice President Inday Sara! Cheers to many more friendsðŸ’š #SaraDuterte #IndaySara #BBMSARA2022,1,1,1,1,,,,,,,,,,,,,,,
Ang Abogadang Mayora na matapang pa sa ama..  Mayor Inday Sara Duterte   Ang mayorang astig na walang kupas ang ganda.  https://t.co/hcw2O3chPF,1,1,1,1,,,,,,,,,,,,,,,
@bongbongmarcos FOR PRESIDENT!  INDAY SARA DUTERTE FOR VP!  CLEAN ELECTION PH #VoteBBMSARA2022,1,1,1,1,,,,,,,,,,,,,,,
Salamat po sa 1M Facebook followers and friends! Salamat po sa inyong suporta! Mahalin po natin ang Pilipinas!   https://t.co/QT5aq8aARN  https://t.co/Lh4xXJfXsJ,1,1,1,1,,,,,,,,,,,,,,,
@lino_iam @Brix1013 @unknown_views00 @CLICKED15732135 @sckITx @plankbloo @n4n4daim3 @altaslm @bongbongmarcos @NBI_OFFICIAL_PH Galing po sa official public domain ng pcgg. ðŸ˜ŽðŸ¤­  Hindi po gawa gawa. Ang report ay inihanda ni Atty Reynold Munsayac-former PCGG chair na ngayon abugado ni Sara Duterte. ðŸ˜Ž,0,0,0,0,,,,,,,,,,,,,,,
Look: Presidential Aspirant Bongbong Marcos and Vice-Presidetial Aspirant Mayor Inday Sara Duterte continues to rule the pre-election surveysðŸ¤©ðŸŽ‰ðŸŽŠ. #VoteBBMSARA2022  CLEAN ELECTION PH  https://t.co/E6AL0ES2Cg,0,0,0,0,,,,,,,,,,,,,,,
EXACTLY MY THOUGHTS.  BBM and Sara Duterte is running on a platform based on â€œbabangan tayo muliâ€.   BUT â€” IT JUST DOESNâ€™T MAKE SENSE!,-1,-1,-1,-1,,,,,,,,,,,,,,,
"I'm going to vote for Bongbong Marcos &amp; Sara Duterte for President &amp; VP in '22. Magaling sila eh. They will the country great again! . . . . . . . . . . NOT!!!ðŸ˜  I needed to pull a prank, at the BS tandem's expense, of course.ðŸ˜  HAPPY NIÃ‘OS INOSENTES DAY! HAPPY PRANKING!ðŸ˜",1,1,1,1,,,,,,,,,,,,,,,
@Mscathygonzaga Bat wala si Mayo Sara Duterte? @Mscathygonzaga ðŸ˜…,0,0,0,0,,,,,,,,,,,,,,,
"@saraduterte_bbm Okay lang â€˜yan, kayod lang ng kayod, kaya mo â€˜yan, or halika dito sa bahay, madami ka pwede pasukan na trabaho dito, baka di kapa nagaalmusal be.",1,-1,-1,-1,,,,,,,,,,,,,,,
@HYBEAGUSTD ELITIST nga AHHAHAHAHHA. 3% na nga lang kayo.,-1,-1,-1,-1,,,,,,,,,,,,,,,
@saraduterte_bbm Baka mas mahal pa sa buong buhay mo mga photocards ko. ðŸ˜”,-1,-1,-1,-1,,,,,,,,,,,,,,,
@saraduterte_bbm @agustd_cart @JayLunar128 @meowoocart @helloyongha  di pala ako maka bili ng merch :(,0,-1,-1,-1,,,,,,,,,,,,,,,
@HYBEAGUSTD di naman ako umiyak AHHAHAHA isa na namang Feeling ELITIST.,-1,-1,-1,-1,,,,,,,,,,,,,,,
"@saraduterte_bbm Ay wala ka palang magulang xd sorry na pi, kung di mo naranasan magkaroon ng maayos na suporta galing sa magulang mo, itâ€™s okay, cry it all out :)",-1,-1,-1,-1,,,,,,,,,,,,,,,
@HYBEAGUSTD Talaga ba? Di ka nga makabili ng merch ng idol mo ðŸ™„,-1,-1,-1,-1,,,,,,,,,,,,,,,
"@HYBEAGUSTD Sorry, bata palang ako, dumidiskarte na ako para maka survive, unlike you di nlang ako mag talk. HAHHAHAHAH",-1,-1,-1,-1,,,,,,,,,,,,,,,
@saraduterte_bbm PAG ARALIN KO PA ANAK NG ANAK MO HAHAHAHAHAHHA. ðŸ¤® t,-1,-1,-1,-1,,,,,,,,,,,,,,,
@HYBEAGUSTD Masakit ba matamaan? AHAHHAHAH,-1,-1,-1,-1,,,,,,,,,,,,,,,
